nid,name,path,ntype,weight,data,lasttime
37952303,EDW_AUT_DealLoanLevelInformation,spEED.dbo.EDW_AUT_DealLoanLevelInformation,tbl,241516158,195689496 KB,56:38.9
122847900,EDW_AUT_DealLoan,spEED.dbo.EDW_AUT_DealLoan,tbl,241516158,27541056 KB,56:38.9
1951554236,Costar_CompsHistorical_History,spEED.CMBS.Costar_CompsHistorical_History,tbl,198231727,34911432 KB,NULL
903426738,EDW_CRE_DealLoanLevelInformation,spEED.dbo.EDW_CRE_DealLoanLevelInformation,tbl,188747927,176355416 KB,NULL
935426852,EDW_CRE_DealLoan,spEED.dbo.EDW_CRE_DealLoan,tbl,188747927,19690680 KB,NULL
2031554521,CoStar_Tenant_History,spEED.CMBS.CoStar_Tenant_History,tbl,157933204,21172192 KB,NULL
1967554293,CoStar_Property_History,spEED.CMBS.CoStar_Property_History,tbl,152793757,36599576 KB,NULL
1194135695,Intex_Collat_History,spEED.dbo.Intex_Collat_History,tbl,152642068,96394736 KB,17:51.1
889822282,LP_Collat_History_Postpayoff_Old,spEED.dbo.LP_Collat_History_Postpayoff_Old,tbl,111167972,16511728 KB,NULL
2015554464,CoStar_PropertySpaceTrans_History,spEED.CMBS.CoStar_PropertySpaceTrans_History,tbl,110293606,15035304 KB,NULL
1935554179,CoStar_Comps_History,spEED.CMBS.CoStar_Comps_History,tbl,96909146,43616128 KB,NULL
1114135410,Intex_Collat_Loans,spEED.dbo.Intex_Collat_Loans,tbl,52139288,140420552 KB,33:00.1
1114135410,Intex_Collat_Loans,spEED.dbo.Intex_Collat_Loans,tbl,52139288,140420552 KB,33:00.1
1114135410,Intex_Collat_Loans,spEED.dbo.Intex_Collat_Loans,tbl,52139288,140420552 KB,33:00.1
1114135410,Intex_Collat_Loans,spEED.dbo.Intex_Collat_Loans,tbl,52139288,140420552 KB,33:00.1
1114135410,Intex_Collat_Loans,spEED.dbo.Intex_Collat_Loans,tbl,52139288,140420552 KB,33:00.1
1114135410,Intex_Collat_Loans,spEED.dbo.Intex_Collat_Loans,tbl,52139288,140420552 KB,33:00.1
1998734273,Speed_CDOToExplode,spEED.EURO.Speed_CDOToExplode,tbl,46245441,7501080 KB,02:00.4
1183343280,Speed_CDOToExplode,spEED.CDO.Speed_CDOToExplode,tbl,46245441,7501080 KB,02:00.4
1005884042,Costar_CompsHistorical,spEED.CMBS.Costar_CompsHistorical,tbl,45380943,8855600 KB,NULL
956230857,Intex_Tranche_History,spEED.dbo.Intex_Tranche_History,tbl,37463786,17588608 KB,37:29.4
956230857,Intex_Tranche_History,spEED.dbo.Intex_Tranche_History,tbl,37463786,17588608 KB,37:29.4
1694290187,Intex_Collat_History_CMBS,spEED.dbo.Intex_Collat_History_CMBS,tbl,29350905,20196968 KB,NULL
51023463,Compass_TimeSeries,spEED.CMBS.Compass_TimeSeries,tbl,28952616,3689872 KB,02:26.5
455373087,EDW_SME_DealLoanCollateralsCollateral,spEED.dbo.EDW_SME_DealLoanCollateralsCollateral,tbl,28773301,10015816 KB,NULL
768161932,ETL_OasysReconFeed,spEED.dbo.ETL_OasysReconFeed,tbl,28115575,45213408 KB,30:31.5
768161932,ETL_OasysReconFeed,spEED.dbo.ETL_OasysReconFeed,tbl,28115575,45213408 KB,30:31.5
243024147,PPR_SubmarketDataGenie,spEED.CMBS.PPR_SubmarketDataGenie,tbl,26110575,4758528 KB,NULL
457820743,LP_Collat_Raw_bkp,spEED.dbo.LP_Collat_Raw_bkp,tbl,25464606,16307200 KB,NULL
597785387,LP_COLLAT_bkp,spEED.dbo.LP_COLLAT_bkp,tbl,25464606,9675664 KB,NULL
1910662250,Intex_History_WL,spEED.dbo.Intex_History_WL,tbl,25066328,4187560 KB,NULL
912370665,tmp_lp_collat,spEED.dbo.tmp_lp_collat,tbl,24827939,14874104 KB,NULL
2084306585,LP_ProductID_LoanID_Mapping,spEED.dbo.LP_ProductID_LoanID_Mapping,tbl,23508269,724720 KB,NULL
995807651,FnmaLoanAcquisition,spEED.dbo.FnmaLoanAcquisition,tbl,23246965,3789216 KB,NULL
1698677695,FhlLoanAcquisition,spEED.dbo.FhlLoanAcquisition,tbl,22516808,3587464 KB,NULL
19023349,Compass_Summary,spEED.CMBS.Compass_Summary,tbl,21663773,3562864 KB,01:58.8
181015826,LP_ZipToIndexMapping_Tier12,spEED.dbo.LP_ZipToIndexMapping_Tier12,tbl,20146221,1400360 KB,NULL
165015769,LP_ZipToIndexMapping,spEED.dbo.LP_ZipToIndexMapping,tbl,20146221,1406544 KB,NULL
998450781,MP_Fhlmc_Loan,spEED.AGY.MP_Fhlmc_Loan,tbl,20135697,2684760 KB,54:57.5
818362230,Markit_IBOXX_Composite,spEED.dbo.Markit_IBOXX_Composite,tbl,19486503,3686800 KB,01:22.2
1995310318,MRMS_Prices,spEED.dbo.MRMS_Prices,tbl,18763505,3421696 KB,NULL
471373144,EDW_SME_DealLoanCollaterals,spEED.dbo.EDW_SME_DealLoanCollaterals,tbl,18292087,1925112 KB,NULL
487373201,EDW_SME_DealLoanCharacteristics,spEED.dbo.EDW_SME_DealLoanCharacteristics,tbl,18292087,6911976 KB,NULL
375372802,EDW_SME_DealLoanPerformance,spEED.dbo.EDW_SME_DealLoanPerformance,tbl,18292087,7228592 KB,NULL
391372859,EDW_SME_DealLoanObligor,spEED.dbo.EDW_SME_DealLoanObligor,tbl,18292087,9193696 KB,NULL
407372916,EDW_SME_DealLoanInterestRate,spEED.dbo.EDW_SME_DealLoanInterestRate,tbl,18292087,4921928 KB,NULL
423372973,EDW_SME_DealLoanIdentifiers,spEED.dbo.EDW_SME_DealLoanIdentifiers,tbl,18292087,6156808 KB,NULL
439373030,EDW_SME_DealLoanFinancials,spEED.dbo.EDW_SME_DealLoanFinancials,tbl,18292087,4792424 KB,NULL
1095375367,EDW_SME_DealLoanAmortization1,spEED.dbo.EDW_SME_DealLoanAmortization1,tbl,18292087,88588440 KB,NULL
535373372,EDW_SME_DealLoan,spEED.dbo.EDW_SME_DealLoan,tbl,18292087,1819464 KB,NULL
503373258,EDW_SME_DealLoanAmortization2,spEED.dbo.EDW_SME_DealLoanAmortization2,tbl,18292004,88588104 KB,NULL
1999554407,Costar_PropertySpace_History,spEED.CMBS.Costar_PropertySpace_History,tbl,17323562,1306032 KB,NULL
545697292,NationStar,spEED.dbo.NationStar,tbl,17170287,16715200 KB,NULL
1846662022,Intex_History_ABHE,spEED.dbo.Intex_History_ABHE,tbl,16710875,3128576 KB,NULL
1510712880,LP_Replines_Cohort_Hist,spEED.dbo.LP_Replines_Cohort_Hist,tbl,15603221,13869568 KB,NULL
1322487790,CUBE_Fact,spEED.dbo.CUBE_Fact,tbl,14478574,2363856 KB,NULL
2029327831,BBrg_Ratings_Change,spEED.dbo.BBrg_Ratings_Change,tbl,14098827,874400 KB,NULL
1507536454,BBrg_BackOffice_Corporates,spEED.dbo.BBrg_BackOffice_Corporates,tbl,12084733,13163984 KB,46:53.4
1507536454,BBrg_BackOffice_Corporates,spEED.dbo.BBrg_BackOffice_Corporates,tbl,12084733,13163984 KB,46:53.4
1507536454,BBrg_BackOffice_Corporates,spEED.dbo.BBrg_BackOffice_Corporates,tbl,12084733,13163984 KB,46:53.4
1507536454,BBrg_BackOffice_Corporates,spEED.dbo.BBrg_BackOffice_Corporates,tbl,12084733,13163984 KB,46:53.4
1507536454,BBrg_BackOffice_Corporates,spEED.dbo.BBrg_BackOffice_Corporates,tbl,12084733,13163984 KB,46:53.4
1507536454,BBrg_BackOffice_Corporates,spEED.dbo.BBrg_BackOffice_Corporates,tbl,12084733,13163984 KB,46:53.4
1494321875,temp_vtg_ref,spEED.dbo.temp_vtg_ref,tbl,11528270,12248136 KB,NULL
2061327945,BBrg_BackOffice_Dups,spEED.dbo.BBrg_BackOffice_Dups,tbl,11229119,957520 KB,NULL
957363321,vantage_ids_staging,spEED.dbo.vantage_ids_staging,tbl,10706351,868976 KB,NULL
1140784463,Vantage_Reference,spEED.dbo.Vantage_Reference,tbl,10706350,11755728 KB,NULL
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,49:44.0
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,48:28.4
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,48:22.7
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,48:22.7
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,48:28.4
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,48:22.7
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,34:17.4
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,48:16.0
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,34:17.4
1096963580,All_CusipAggregates,spEED.dbo.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,49:44.0
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,48:28.4
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,48:22.7
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,48:22.7
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,48:28.4
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,48:22.7
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,34:17.4
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,48:16.0
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,34:17.4
1428356303,All_CusipAggregates,spEED.AGY.All_CusipAggregates,tbl,10675124,6338200 KB,47:11.3
1257237171,All_CusipAggregates_Backup,spEED.AGY.All_CusipAggregates_Backup,tbl,10675124,6338208 KB,23:26.6
932966450,Markit_Emea_Cash_Contributions,spEED.dbo.Markit_Emea_Cash_Contributions,tbl,10644414,3741120 KB,01:01.1
932966450,Markit_Emea_Cash_Contributions,spEED.dbo.Markit_Emea_Cash_Contributions,tbl,10644414,3741120 KB,01:01.1
107993053,All_CusipAggregates_LatestBackup,spEED.AGY.All_CusipAggregates_LatestBackup,tbl,10633016,5713600 KB,NULL
139993167,All_CusipAggregates_LatestBackup,spEED.dbo.All_CusipAggregates_LatestBackup,tbl,10633016,5713600 KB,NULL
27992768,All_CusipAggregates_T0_Backup,spEED.AGY.All_CusipAggregates_T0_Backup,tbl,10632976,5713680 KB,NULL
59992882,All_CusipAggregates_T0_Backup,spEED.dbo.All_CusipAggregates_T0_Backup,tbl,10632976,5713680 KB,NULL
149080513,vantage_ids_staging_bak,spEED.dbo.vantage_ids_staging_bak,tbl,10586567,592032 KB,NULL
96107483,CLO_Deal_Stats_History,spEED.CDO.CLO_Deal_Stats_History,tbl,10439574,2080136 KB,NULL
369540500,Poly_GSM_Closes,spEED.dbo.Poly_GSM_Closes,tbl,9706730,1097040 KB,27:28.8
1669281402,Trepp_Loan_historyNew,spEED.dbo.Trepp_Loan_historyNew,tbl,9521856,18114432 KB,32:48.1
1669281402,Trepp_Loan_historyNew,spEED.dbo.Trepp_Loan_historyNew,tbl,9521856,18114432 KB,32:48.1
1669281402,Trepp_Loan_historyNew,spEED.dbo.Trepp_Loan_historyNew,tbl,9521856,18114432 KB,32:48.1
361156432,Trepp_Pricing_Hamper,spEED.CMBS.Trepp_Pricing_Hamper,tbl,9196903,1104088 KB,15:34.7
669882845,LP_Collat_History,spEED.dbo.LP_Collat_History,tbl,9070287,3566184 KB,NULL
1037884156,CoStar_Tenant,spEED.CMBS.CoStar_Tenant,tbl,9028161,2447560 KB,NULL
76579361,tempLoans,spEED.dbo.tempLoans,tbl,8283186,607080 KB,NULL
557882446,LP_Collat_Raw,spEED.dbo.LP_Collat_Raw,tbl,7340920,4051688 KB,NULL
211024033,PPR_MarketDataGenie,spEED.CMBS.PPR_MarketDataGenie,tbl,6746534,1944344 KB,NULL
2005907259,Intex_CollatStats_History,spEED.dbo.Intex_CollatStats_History,tbl,6587480,596048 KB,53:12.2
2005907259,Intex_CollatStats_History,spEED.dbo.Intex_CollatStats_History,tbl,6587480,596048 KB,53:12.2
1726290301,Intex_Collat_History_RMBS,spEED.dbo.Intex_Collat_History_RMBS,tbl,6366035,4231480 KB,NULL
1385771994,OFHEO_ZipToIndexMapping,spEED.dbo.OFHEO_ZipToIndexMapping,tbl,6319580,413696 KB,NULL
57936174,Intex_Deal_History,spEED.dbo.Intex_Deal_History,tbl,5501889,782336 KB,26:51.0
1021884099,LP_Collat_History_Postpayoff,spEED.dbo.LP_Collat_History_Postpayoff,tbl,5324315,3746512 KB,NULL
281768061,LP_HPI_County,spEED.dbo.LP_HPI_County,tbl,5267939,1013520 KB,30:36.3
1053884213,CoStar_Property,spEED.CMBS.CoStar_Property,tbl,4583478,1782448 KB,NULL
35583265,Markit_FixedContributions,spEED.dbo.Markit_FixedContributions,tbl,4567658,783080 KB,06:06.4
35583265,Markit_FixedContributions,spEED.dbo.Markit_FixedContributions,tbl,4567658,783080 KB,06:06.4
1494712823,LP_Loanagg_Cohort_Hist,spEED.dbo.LP_Loanagg_Cohort_Hist,tbl,4441312,5922192 KB,NULL
1983554350,Costar_PropertyShoppingCenters_History,spEED.CMBS.Costar_PropertyShoppingCenters_History,tbl,4364053,420768 KB,NULL
1154519592,EDW_LES_DealLoanPerformance,spEED.dbo.EDW_LES_DealLoanPerformance,tbl,4294034,2181480 KB,NULL
1186519706,EDW_LES_DealLoanLeaseLevelInformation,spEED.dbo.EDW_LES_DealLoanLeaseLevelInformation,tbl,4294034,3289352 KB,NULL
1218519820,EDW_LES_DealLoanInterestRate,spEED.dbo.EDW_LES_DealLoanInterestRate,tbl,4294034,944544 KB,NULL
1250519934,EDW_LES_DealLoanFinancials,spEED.dbo.EDW_LES_DealLoanFinancials,tbl,4294034,1077456 KB,NULL
1282520048,EDW_LES_DealLoanCollateral,spEED.dbo.EDW_LES_DealLoanCollateral,tbl,4294034,2053016 KB,NULL
1314520162,EDW_LES_DealLoanCharacteristics,spEED.dbo.EDW_LES_DealLoanCharacteristics,tbl,4294034,1864360 KB,NULL
1346520276,EDW_LES_DealLoan,spEED.dbo.EDW_LES_DealLoan,tbl,4294034,458488 KB,NULL
1085884327,CoStar_Comps,spEED.CMBS.CoStar_Comps,tbl,4261873,2934168 KB,NULL
1069884270,CoStar_PropertySpaceTrans,spEED.CMBS.CoStar_PropertySpaceTrans,tbl,4131935,865384 KB,NULL
2088602729,Ratings_SMC,spEED.dbo.Ratings_SMC,tbl,3939954,141216 KB,02:56.6
2088602729,Ratings_SMC,spEED.dbo.Ratings_SMC,tbl,3939954,141216 KB,02:56.6
682133871,Intex_SymVars,spEED.dbo.Intex_SymVars,tbl,3900079,238088 KB,32:59.8
682133871,Intex_SymVars,spEED.dbo.Intex_SymVars,tbl,3900079,238088 KB,32:59.8
1948690140,SBC_Loan_Level_Collateral,spEED.dbo.SBC_Loan_Level_Collateral,tbl,3727656,4934128 KB,NULL
179023919,PPR_BaseCase,spEED.CMBS.PPR_BaseCase,tbl,3673953,1038944 KB,33:10.2
1900689969,SBC_Loan_Level_Collateral_Staging,spEED.dbo.SBC_Loan_Level_Collateral_Staging,tbl,3643440,4874280 KB,NULL
1876462009,RPT_MU_AGGREGATE,spEED.dbo.RPT_MU_AGGREGATE,tbl,3456440,669760 KB,NULL
1897370124,CRM_Activity_Employees,spEED.dbo.CRM_Activity_Employees,tbl,3285226,243240 KB,20:09.5
482725418,CVA_Oasys,spEED.dbo.CVA_Oasys,tbl,3247388,1707736 KB,NULL
115179856,Intex_History_WLEU,spEED.dbo.Intex_History_WLEU,tbl,3243888,498144 KB,30:18.7
916966393,Markit_Emea_Cash_Composite,spEED.dbo.Markit_Emea_Cash_Composite,tbl,3214463,1186048 KB,01:01.0
916966393,Markit_Emea_Cash_Composite,spEED.dbo.Markit_Emea_Cash_Composite,tbl,3214463,1186048 KB,01:01.0
1961370352,CRM_Activities,spEED.dbo.CRM_Activities,tbl,2873234,468312 KB,20:17.5
263671987,LP_Aggregate_County_Performance,spEED.dbo.LP_Aggregate_County_Performance,tbl,2854293,681872 KB,33:46.0
559861607,Model_Losses_Tranche,spEED.CMBS.Model_Losses_Tranche,tbl,2601232,732128 KB,NULL
1877998167,EMBS_SEC,spEED.dbo.EMBS_SEC,tbl,2593998,663120 KB,NULL
1849070369,Moringstar_Property,spEED.dbo.Moringstar_Property,tbl,2566866,1742632 KB,NULL
1576965290,Intex_SecurityID_Staging,spEED.dbo.Intex_SecurityID_Staging,tbl,2511127,307384 KB,NULL
1956410239,Intex_SecurityID,spEED.dbo.Intex_SecurityID,tbl,2511127,213696 KB,22:24.0
1956410239,Intex_SecurityID,spEED.dbo.Intex_SecurityID,tbl,2511127,213696 KB,34:16.0
1956410239,Intex_SecurityID,spEED.dbo.Intex_SecurityID,tbl,2511127,213696 KB,01:32.4
621245268,LP_HPI_CBSA,spEED.dbo.LP_HPI_CBSA,tbl,2412256,573968 KB,33:46.5
621245268,LP_HPI_CBSA,spEED.dbo.LP_HPI_CBSA,tbl,2412256,573968 KB,33:46.5
1298259830,SpecPools_Aggregates,spEED.AGY.SpecPools_Aggregates,tbl,2343024,2414336 KB,49:53.9
1298259830,SpecPools_Aggregates,spEED.AGY.SpecPools_Aggregates,tbl,2343024,2414336 KB,49:58.0
91992996,SpecPools_Aggregates_LatestBackup,spEED.AGY.SpecPools_Aggregates_LatestBackup,tbl,2340004,2410776 KB,NULL
11992711,SpecPools_Aggregates_T0_Backup,spEED.AGY.SpecPools_Aggregates_T0_Backup,tbl,2339960,2410664 KB,NULL
737437701,ResearchVectors_Archive,spEED.dbo.ResearchVectors_Archive,tbl,2298042,4039576 KB,NULL
1296163813,MP_Pool,spEED.AGY.MP_Pool,tbl,2232882,688632 KB,54:35.7
1949302054,EMAXX_Holding,spEED.dbo.EMAXX_Holding,tbl,2204909,166056 KB,NULL
71671303,BBrg_Ratings_Change_bb,spEED.dbo.BBrg_Ratings_Change_bb,tbl,2181147,121040 KB,46:53.2
71671303,BBrg_Ratings_Change_bb,spEED.dbo.BBrg_Ratings_Change_bb,tbl,2181147,121040 KB,46:53.2
2137930838,Markit_Emea_ABS_Composite,spEED.dbo.Markit_Emea_ABS_Composite,tbl,2135452,610752 KB,01:01.2
1483256439,LP_Loanagg_Deal_bkp,spEED.dbo.LP_Loanagg_Deal_bkp,tbl,2099629,2799512 KB,NULL
473820800,LP_CS_bkp,spEED.dbo.LP_CS_bkp,tbl,2007961,411784 KB,NULL
1817070255,Moringstar_Loan,spEED.dbo.Moringstar_Loan,tbl,1846045,4284592 KB,NULL
1342067967,LP_Loanagg_Cohorts_Custom_dy_Collat,spEED.dbo.LP_Loanagg_Cohorts_Custom_dy_Collat,tbl,1844454,388312 KB,NULL
943042841,Empirasign_BulkData,spEED.dbo.Empirasign_BulkData,tbl,1649260,243624 KB,NULL
2132671141,IDS_CusipsMapping,spEED.dbo.IDS_CusipsMapping,tbl,1605773,68184 KB,NULL
1989334597,AMC_Client,spEED.dbo.AMC_Client,tbl,1568181,249224 KB,00:13.1
178229277,FutureOption_CusipAggregates_LatestBackup,spEED.dbo.FutureOption_CusipAggregates_LatestBackup,tbl,1465299,269208 KB,NULL
1685710645,FutureOption_CusipAggregates_T0_Backup,spEED.dbo.FutureOption_CusipAggregates_T0_Backup,tbl,1463378,268888 KB,NULL
241344570,Intex_TRBlock_Detail,spEED.dbo.Intex_TRBlock_Detail,tbl,1461869,448288 KB,33:00.0
1098135353,Intex_Collat_Bonds_2,spEED.dbo.Intex_Collat_Bonds_2,tbl,1450379,2912488 KB,32:59.1
1098135353,Intex_Collat_Bonds_2,spEED.dbo.Intex_Collat_Bonds_2,tbl,1450379,2912488 KB,32:59.1
1082135296,Intex_Collat_Bonds_1,spEED.dbo.Intex_Collat_Bonds_1,tbl,1450377,2911320 KB,32:59.1
1082135296,Intex_Collat_Bonds_1,spEED.dbo.Intex_Collat_Bonds_1,tbl,1450377,2911320 KB,32:59.1
1082135296,Intex_Collat_Bonds_1,spEED.dbo.Intex_Collat_Bonds_1,tbl,1450377,2911320 KB,32:59.1
1082135296,Intex_Collat_Bonds_1,spEED.dbo.Intex_Collat_Bonds_1,tbl,1450377,2911320 KB,32:59.1
1831781683,Staging_TempDealAggregates,spEED.CDO.Staging_TempDealAggregates,tbl,1448858,261448 KB,10:06.9
1831781683,Staging_TempDealAggregates,spEED.CDO.Staging_TempDealAggregates,tbl,1448858,261448 KB,19:03.2
1831781683,Staging_TempDealAggregates,spEED.CDO.Staging_TempDealAggregates,tbl,1448858,261448 KB,30:57.3
1831781683,Staging_TempDealAggregates,spEED.CDO.Staging_TempDealAggregates,tbl,1448858,261448 KB,34:08.0
1831781683,Staging_TempDealAggregates,spEED.CDO.Staging_TempDealAggregates,tbl,1448858,261448 KB,04:53.5
2110734672,Staging_TempDealAggregates,spEED.EURO.Staging_TempDealAggregates,tbl,1448858,261448 KB,10:06.9
2110734672,Staging_TempDealAggregates,spEED.EURO.Staging_TempDealAggregates,tbl,1448858,261448 KB,19:03.2
2110734672,Staging_TempDealAggregates,spEED.EURO.Staging_TempDealAggregates,tbl,1448858,261448 KB,30:57.3
2110734672,Staging_TempDealAggregates,spEED.EURO.Staging_TempDealAggregates,tbl,1448858,261448 KB,34:08.0
2110734672,Staging_TempDealAggregates,spEED.EURO.Staging_TempDealAggregates,tbl,1448858,261448 KB,04:53.5
491304960,HamperSubmission_Retire,spEED.dbo.HamperSubmission_Retire,tbl,1434668,102840 KB,NULL
705437587,ResearchVectors,spEED.dbo.ResearchVectors,tbl,1422983,962664 KB,NULL
771585887,ResearchVectors,spEED.CMBS.ResearchVectors,tbl,1422983,962664 KB,NULL
1978034378,LP_repline_LP_CS,spEED.dbo.LP_repline_LP_CS,tbl,1420465,228216 KB,NULL
1093578934,CS_MonthlyIndex,spEED.dbo.CS_MonthlyIndex,tbl,1400849,72304 KB,07:00.8
1093578934,CS_MonthlyIndex,spEED.dbo.CS_MonthlyIndex,tbl,1400849,72304 KB,07:00.8
1093578934,CS_MonthlyIndex,spEED.dbo.CS_MonthlyIndex,tbl,1400849,72304 KB,00:00.8
1093578934,CS_MonthlyIndex,spEED.dbo.CS_MonthlyIndex,tbl,1400849,72304 KB,00:00.8
85444670,GENESIS_Securitization_Tranche,spEED.dbo.GENESIS_Securitization_Tranche,tbl,1398592,127976 KB,NULL
1905545972,SBC_Series_Level_Collateral,spEED.dbo.SBC_Series_Level_Collateral,tbl,1367031,2187256 KB,NULL
2038662706,Intex_History_ABCD,spEED.dbo.Intex_History_ABCD,tbl,1351212,80816 KB,NULL
1915257978,LP_Loanagg_Cohort,spEED.dbo.LP_Loanagg_Cohort,tbl,1341906,1832888 KB,NULL
1101884384,Costar_PropertySpace,spEED.CMBS.Costar_PropertySpace,tbl,1301835,182824 KB,NULL
948966507,Markit_Emea_Cash_DataQuality,spEED.dbo.Markit_Emea_Cash_DataQuality,tbl,1282380,420744 KB,01:01.2
19583208,Markit_FixedComposite,spEED.dbo.Markit_FixedComposite,tbl,1274194,240856 KB,06:01.5
19583208,Markit_FixedComposite,spEED.dbo.Markit_FixedComposite,tbl,1274194,240856 KB,06:01.5
19583208,Markit_FixedComposite,spEED.dbo.Markit_FixedComposite,tbl,1274194,240856 KB,06:01.5
1095791807,Morningstar_LoanReserves,spEED.dbo.Morningstar_LoanReserves,tbl,1240846,331160 KB,NULL
1440164326,IPREO_Fund_Holding,spEED.dbo.IPREO_Fund_Holding,tbl,1228116,60352 KB,51:32.3
618133643,Intex_Tranche,spEED.dbo.Intex_Tranche,tbl,1209316,3405312 KB,32:59.7
618133643,Intex_Tranche,spEED.dbo.Intex_Tranche,tbl,1209316,3405312 KB,32:59.7
618133643,Intex_Tranche,spEED.dbo.Intex_Tranche,tbl,1209316,3405312 KB,32:59.7
618133643,Intex_Tranche,spEED.dbo.Intex_Tranche,tbl,1209316,3405312 KB,32:59.7
810134327,Intex_TRBlock,spEED.dbo.Intex_TRBlock,tbl,1207704,322544 KB,32:59.9
